nome;uf;cod_tse;cod_ibge
RIBEIRA;SP;69574;3542800
RIBEIRO GONÇALVES;PI;11770;2208908
RIBEIRÃO BONITO;SP;69590;3542909
RIBEIRÃO BRANCO;SP;69612;3543006
RIBEIRÃO CASCALHEIRA;MT;90662;5107180
RIBEIRÃO CLARO;PR;78131;4121802
RIBEIRÃO CORRENTE;SP;69639;3543105
RIBEIRÃO DAS NEVES;MG;50911;3154606
RIBEIRÃO DO LARGO;BA;38342;2926657
RIBEIRÃO DO PINHAL;PR;78158;4121901
RIBEIRÃO DO SUL;SP;69655;3543204
RIBEIRÃO DOS ÍNDIOS;SP;62421;3543238
RIBEIRÃO GRANDE;SP;61700;3543253
RIBEIRÃO PIRES;SP;69671;3543303
RIBEIRÃO PRETO;SP;69698;3543402
RIBEIRÃO VERMELHO;MG;50938;3154705
RIBEIRÃOZINHO;MT;90441;5107198
RIBEIRÃO;PE;25356;2611804
RIBEIRÓPOLIS;SE;32190;2806008
RIFAINA;SP;69736;3543600
RINCÃO;SP;69752;3543709
RINÓPOLIS;SP;69779;3543808
RIO ACIMA;MG;50954;3154804
RIO AZUL;PR;78174;4122008
RIO BANANAL;ES;57118;3204351
RIO BOM;PR;78190;4122107
RIO BONITO DO IGUAÇU;PR;74748;4122156
RIO BONITO;RJ;58858;3304300
RIO BRANCO DO IVAÍ;PR;75620;4122172
RIO BRANCO DO SUL;PR;78212;4122206
RIO BRANCO;AC;1392;1200401
RIO BRANCO;MT;89958;5107206
RIO BRILHANTE;MS;91430;5007208
RIO CASCA;MG;50970;3154903
RIO CLARO;RJ;58874;3304409
RIO CLARO;SP;69795;3543907
RIO CRESPO;RO;647;1100262
RIO DA CONCEIÇÃO;TO;73431;1718659
RIO DAS ANTAS;SC;82830;4214409
RIO DAS FLORES;RJ;58890;3304508
RIO DAS OSTRAS;RJ;58203;3304524
RIO DAS PEDRAS;SP;69817;3544004
RIO DE CONTAS;BA;38350;2926707
RIO DE JANEIRO;RJ;60011;3304557
RIO DO ANTÔNIO;BA;38377;2926806
RIO DO CAMPO;SC;82856;4214508
RIO DO FOGO;RN;16268;2408953
RIO DO OESTE;SC;82872;4214607
RIO DO PIRES;BA;38393;2926905
RIO DO PRADO;MG;51012;3155108
RIO DO SUL;SC;82910;4214805
RIO DOCE;MG;50997;3155009
RIO DOS BOIS;TO;73415;1718709
RIO DOS CEDROS;SC;82899;4214706
RIO DOS ÍNDIOS;RS;87548;4315552
RIO ESPERA;MG;51039;3155207
RIO FORMOSO;PE;25372;2611903
RIO FORTUNA;SC;82937;4214904
RIO GRANDE DA SERRA;SP;69833;3544103
RIO GRANDE DO PIAUÍ;PI;11797;2209005
RIO GRANDE;RS;88153;4315602
RIO LARGO;AL;28533;2707701
RIO MANSO;MG;51055;3155306
RIO MARIA;PA;5690;1506161
RIO NEGRINHO;SC;82953;4215000
RIO NEGRO;MS;91456;5007307
RIO NEGRO;PR;78239;4122305
RIO NOVO DO SUL;ES;56871;3204401
RIO NOVO;MG;51071;3155405
RIO PARANAÍBA;MG;51098;3155504
RIO PARDO DE MINAS;MG;51110;3155603
RIO PARDO;RS;88170;4315701
RIO PIRACICABA;MG;51136;3155702
RIO POMBA;MG;51152;3155801
RIO PRETO DA EVA;AM;98434;1303569
RIO PRETO;MG;51179;3155900
RIO QUENTE;GO;92827;5218789
RIO REAL;BA;38415;2927002
RIO RUFINO;SC;80608;4215059
RIO SONO;TO;96792;1718758
RIO TINTO;PB;21598;2512903
RIO VERDE DE MATO GROSSO;MS;91472;5007406
RIO VERDE;GO;95710;5218805
RIO VERMELHO;MG;51195;3156007
RIOLÂNDIA;SP;69850;3544202
RIOZINHO;RS;85740;4315750
RIQUEZA;SC;80560;4215075
RITÁPOLIS;MG;51217;3156106
RIVERSUL;SP;69710;3543501
ROCA SALES;RS;88196;4315800
ROCHEDO DE MINAS;MG;51233;3156205
ROCHEDO;MS;91499;5007505
RODEIO BONITO;RS;88218;4315909
RODEIO;SC;82970;4215109
RODEIRO;MG;51250;3156304
RODELAS;BA;38431;2927101
RODOLFO FERNANDES;RN;18171;2411007
RODRIGUES ALVES;AC;1082;1200427
ROLADOR;RS;89400;4315958
ROLANTE;RS;88234;4316006
ROLIM DE MOURA;RO;299;1100288
ROLÂNDIA;PR;78255;4122404
ROMARIA;MG;51276;3156403
ROMELÂNDIA;SC;82996;4215208
RONCADOR;PR;78271;4122503
RONDA ALTA;RS;88250;4316105
RONDINHA;RS;88277;4316204
RONDOLÂNDIA;MT;89960;5107578
RONDON DO PARÁ;PA;5738;1506187
RONDON;PR;78298;4122602
RONDONÓPOLIS;MT;91510;5107602
ROQUE GONZALES;RS;88293;4316303
RORAINÓPOLIS;RR;3085;1400472
ROSANA;SP;61166;3544251
ROSEIRA;SP;69876;3544301
ROSÁRIO DA LIMEIRA;MG;40622;3156452
ROSÁRIO DO CATETE;SE;32212;2806107
ROSÁRIO DO IVAÍ;PR;75744;4122651
ROSÁRIO DO SUL;RS;88315;4316402
ROSÁRIO OESTE;MT;91537;5107701
ROSÁRIO;MA;8915;2109601
ROTEIRO;AL;28550;2707800
RUBELITA;MG;51292;3156502
RUBIATABA;GO;95737;5218904
RUBIM;MG;51314;3156601
RUBINÉIA;SP;69914;3544509
RUBIÁCEA;SP;69892;3544400
RURÓPOLIS;PA;5894;1506195
RUSSAS;CE;15377;2311801
RUY BARBOSA;BA;38458;2927200
RUY BARBOSA;RN;18198;2411106
SABARÁ;MG;51330;3156700
SABINO;SP;69930;3544608
SABINÓPOLIS;MG;51357;3156809
SABOEIRO;CE;15393;2311900
SABÁUDIA;PR;78310;4122701
SACRAMENTO;MG;51373;3156908
SAGRADA FAMÍLIA;RS;87564;4316428
SAGRES;SP;69957;3544707
SAIRÉ;PE;25399;2612000
SALDANHA MARINHO;RS;85561;4316436
SALES OLIVEIRA;SP;69990;3544905
SALES;SP;69973;3544806
SALESÓPOLIS;SP;70017;3545001
SALETE;SC;83011;4215307
SALGADINHO;PB;21610;2513000
SALGADINHO;PE;25410;2612109
SALGADO DE SÃO FÉLIX;PB;21636;2513109
SALGADO FILHO;PR;78336;4122800
SALGADO;SE;32239;2806206
SALGUEIRO;PE;25437;2612208
SALINAS DA MARGARIDA;BA;38474;2927309
SALINAS;MG;51390;3157005
SALINÓPOLIS;PA;5231;1506203
SALITRE;CE;15440;2311959
SALMOURÃO;SP;70033;3545100
SALOÁ;PE;25453;2612307
SALTINHO;SC;81523;4215356
SALTINHO;SP;61441;3545159
SALTO DA DIVISA;MG;51411;3157104
SALTO DE PIRAPORA;SP;70076;3545308
SALTO DO CÉU;MT;89974;5107750
SALTO DO ITARARÉ;PR;78352;4122909
SALTO DO JACUÍ;RS;89753;4316451
SALTO DO LONTRA;PR;78379;4123006
SALTO GRANDE;SP;70092;3545407
SALTO VELOSO;SC;83038;4215406
SALTO;SP;70050;3545209
SALVADOR DAS MISSÕES;RS;87580;4316477
SALVADOR DO SUL;RS;88331;4316501
SALVADOR;BA;38490;2927408
SALVATERRA;PA;5258;1506302
SAMBAÍBA;MA;8931;2109700
SAMPAIO;TO;92541;1718808
SANANDUVA;RS;88358;4316600
SANCLERLÂNDIA;GO;95753;5219001
SANDOLÂNDIA;TO;73156;1718840
SANDOVALINA;SP;70114;3545506
SANGÃO;SC;81000;4215455
SANHARÓ;PE;25470;2612406
SANTA ADÉLIA;SP;70130;3545605
SANTA ALBERTINA;SP;70157;3545704
SANTA AMÉLIA;PR;78395;4123105
SANTA BRANCA;SP;70211;3546009
SANTA BRÍGIDA;BA;38539;2927606
SANTA BÁRBARA D'OESTE;SP;70173;3545803
SANTA BÁRBARA DE GOIÁS;GO;95770;5219100
SANTA BÁRBARA DO LESTE;MG;40649;3157252
SANTA BÁRBARA DO MONTE VERDE;MG;41440;3157278
SANTA BÁRBARA DO PARÁ;PA;4243;1506351
SANTA BÁRBARA DO SUL;RS;88374;4316709
SANTA BÁRBARA DO TUGÚRIO;MG;51454;3157302
SANTA BÁRBARA;BA;38512;2927507
SANTA BÁRBARA;MG;51438;3157203
SANTA CARMEM;MT;90107;5107248
SANTA CECÍLIA DO PAVÃO;PR;78417;4123204
SANTA CECÍLIA DO SUL;RS;89247;4316733
SANTA CECÍLIA;PB;20001;2513158
SANTA CECÍLIA;SC;83054;4215505
SANTA CLARA D'OESTE;SP;70238;3546108
SANTA CLARA DO SUL;RS;87602;4316758
SANTA CRUZ CABRÁLIA;BA;38555;2927705
SANTA CRUZ DA BAIXA VERDE;PE;23043;2612471
SANTA CRUZ DA CONCEIÇÃO;SP;70254;3546207
SANTA CRUZ DA ESPERANÇA;SP;62189;3546256
SANTA CRUZ DA VITÓRIA;BA;38571;2927804
SANTA CRUZ DAS PALMEIRAS;SP;70270;3546306
SANTA CRUZ DE GOIÁS;GO;95796;5219209
SANTA CRUZ DE MINAS;MG;41467;3157336
SANTA CRUZ DE MONTE CASTELO;PR;78433;4123303
SANTA CRUZ DE SALINAS;MG;41483;3157377
SANTA CRUZ DO ARARI;PA;5274;1506401
SANTA CRUZ DO CAPIBARIBE;PE;25496;2612505
SANTA CRUZ DO ESCALVADO;MG;51470;3157401
SANTA CRUZ DO PIAUÍ;PI;11819;2209104
SANTA CRUZ DO RIO PARDO;SP;70297;3546405
SANTA CRUZ DO SUL;RS;88390;4316808
SANTA CRUZ DO XINGU;MT;90980;5107743
SANTA CRUZ DOS MILAGRES;PI;10448;2209153
SANTA CRUZ;PB;21652;2513208
SANTA CRUZ;PE;23108;2612455
SANTA CRUZ;RN;18236;2411205
SANTA EFIGÊNIA DE MINAS;MG;51497;3157500
SANTA ERNESTINA;SP;70319;3546504
SANTA FILOMENA DO MARANHÃO;MA;8206;2109759
SANTA FILOMENA;PE;23329;2612554
SANTA FILOMENA;PI;11835;2209203
SANTA FÉ DE GOIÁS;GO;92568;5219258
SANTA FÉ DE MINAS;MG;51519;3157609
SANTA FÉ DO ARAGUAIA;TO;73350;1718865
SANTA FÉ DO SUL;SP;70335;3546603
SANTA FÉ;PR;78450;4123402
SANTA GERTRUDES;SP;70351;3546702
SANTA HELENA DE GOIÁS;GO;95818;5219308
SANTA HELENA DE MINAS;MG;41505;3157658
SANTA HELENA;MA;8958;2109809
SANTA HELENA;PB;21679;2513307
SANTA HELENA;PR;79715;4123501
SANTA HELENA;SC;80721;4215554
SANTA INÊS;BA;38598;2927903
SANTA INÊS;MA;9571;2109908
SANTA INÊS;PB;19569;2513356
SANTA INÊS;PR;78476;4123600
SANTA ISABEL DO IVAÍ;PR;78492;4123709
SANTA ISABEL DO PARÁ;PA;5290;1506500
SANTA ISABEL DO RIO NEGRO;AM;2372;1303601
SANTA ISABEL;GO;96890;5219357
SANTA ISABEL;SP;70378;3546801
SANTA IZABEL DO OESTE;PR;78514;4123808
SANTA JULIANA;MG;51535;3157708
SANTA LEOPOLDINA;ES;56898;3204500
SANTA LUZIA DO ITANHY;SE;32255;2806305
SANTA LUZIA DO NORTE;AL;28576;2707909
SANTA LUZIA DO OESTE;RO;353;1100296
SANTA LUZIA DO PARUÁ;MA;9652;2110039
SANTA LUZIA DO PARÁ;PA;4146;1506559
SANTA LUZIA;BA;39870;2928059
SANTA LUZIA;MA;8974;2110005
SANTA LUZIA;MG;51551;3157807
SANTA LUZIA;PB;21695;2513406
SANTA LUZ;PI;11851;2209302
SANTA LÚCIA;PR;74764;4123824
SANTA LÚCIA;SP;70394;3546900
SANTA MARGARIDA DO SUL;RS;89443;4316972
SANTA MARGARIDA;MG;51578;3157906
SANTA MARIA DA BOA VISTA;PE;25518;2612604
SANTA MARIA DA SERRA;SP;70416;3547007
SANTA MARIA DA VITÓRIA;BA;38636;2928109
SANTA MARIA DAS BARREIRAS;PA;5991;1506583
SANTA MARIA DE ITABIRA;MG;51594;3158003
SANTA MARIA DE JETIBÁ;ES;57932;3204559
SANTA MARIA DO CAMBUCÁ;PE;25534;2612703
SANTA MARIA DO HERVAL;RS;86207;4316956
SANTA MARIA DO OESTE;PR;74802;4123857
SANTA MARIA DO PARÁ;PA;5312;1506609
SANTA MARIA DO SALTO;MG;51616;3158102
SANTA MARIA DO SUAÇUÍ;MG;51632;3158201
SANTA MARIA DO TOCANTINS;TO;73130;1718881
SANTA MARIA MADALENA;RJ;58912;3304607
SANTA MARIANA;PR;78530;4123907
SANTA MARIA;RN;16241;2409332
SANTA MARIA;RS;88412;4316907
SANTA MERCEDES;SP;70432;3547106
SANTA MÔNICA;PR;74829;4123956
SANTA QUITÉRIA DO MARANHÃO;MA;8990;2110104
SANTA QUITÉRIA;CE;15458;2312205
SANTA RITA D'OESTE;SP;70491;3547403
SANTA RITA DE CALDAS;MG;51837;3159209
SANTA RITA DE CÁSSIA;BA;35491;2928406
SANTA RITA DE IBITIPOCA;MG;51870;3159407
SANTA RITA DE JACUTINGA;MG;51853;3159308
SANTA RITA DE MINAS;MG;40665;3159357
SANTA RITA DO ARAGUAIA;GO;95834;5219407
SANTA RITA DO ITUETO;MG;51896;3159506
SANTA RITA DO NOVO DESTINO;GO;93440;5219456
SANTA RITA DO PARDO;MS;91863;5007554
SANTA RITA DO PASSA QUATRO;SP;70513;3547502
SANTA RITA DO SAPUCAÍ;MG;51918;3159605
SANTA RITA DO TOCANTINS;TO;73547;1718899
SANTA RITA DO TRIVELATO;MT;91049;5107768
SANTA RITA;MA;9016;2110203
SANTA RITA;PB;21750;2513703
SANTA ROSA DA SERRA;MG;51934;3159704
SANTA ROSA DE GOIÁS;GO;95850;5219506
SANTA ROSA DE LIMA;SC;83070;4215604
SANTA ROSA DE LIMA;SE;32298;2806503
SANTA ROSA DE VITERBO;SP;70530;3547601
SANTA ROSA DO PIAUÍ;PI;10464;2209377
SANTA ROSA DO PURUS;AC;1031;1200435
SANTA ROSA DO SUL;SC;80241;4215653
SANTA ROSA DO TOCANTINS;TO;92584;1718907
SANTA ROSA;RS;88471;4317202
SANTA SALETE;SP;62200;3547650
SANTA TERESA;ES;56910;3204609
SANTA TERESINHA;PB;21776;2513802
SANTA TEREZA DE GOIÁS;GO;95877;5219605
SANTA TEREZA DO OESTE;PR;74080;4124020
SANTA TEREZA DO TOCANTINS;TO;92606;1719004
SANTA TEREZA;RS;87629;4317251
SANTA TEREZINHA DE GOIÁS;GO;95893;5219704
SANTA TEREZINHA DE ITAIPU;PR;84670;4124053
SANTA TEREZINHA DO PROGRESSO;SC;81507;4215687
SANTA TEREZINHA DO TOCANTINS;TO;73539;1720002
SANTA TEREZINHA;BA;38695;2928505
SANTA TEREZINHA;MT;91979;5107776
SANTA TEREZINHA;PE;25550;2612802
SANTA TEREZINHA;SC;80349;4215679
SANTA VITÓRIA DO PALMAR;RS;88498;4317301
SANTA VITÓRIA;MG;51950;3159803
SANTALUZ;BA;38610;2928000
SANTANA DA BOA VISTA;RS;88439;4317004
SANTANA DA PONTE PENSA;SP;70459;3547205
SANTANA DA VARGEM;MG;51659;3158300
SANTANA DE CATAGUASES;MG;51675;3158409
SANTANA DE MANGUEIRA;PB;21717;2513505
SANTANA DE PARNAÍBA;SP;70475;3547304
SANTANA DE PIRAPAMA;MG;51691;3158508
SANTANA DO ACARAÚ;CE;15415;2312007
SANTANA DO ARAGUAIA;PA;5339;1506708
SANTANA DO CARIRI;CE;15431;2312106
SANTANA DO DESERTO;MG;51713;3158607
SANTANA DO GARAMBÉU;MG;51730;3158706
SANTANA DO IPANEMA;AL;28592;2708006
SANTANA DO ITARARÉ;PR;78557;4124004
SANTANA DO JACARÉ;MG;51756;3158805
SANTANA DO LIVRAMENTO;RS;88455;4317103
SANTANA DO MANHUAÇU;MG;51772;3158904
SANTANA DO MARANHÃO;MA;8222;2110237
SANTANA DO MATOS;RN;18279;2411403
SANTANA DO MUNDAÚ;AL;28614;2708105
SANTANA DO PARAÍSO;MG;40681;3158953
SANTANA DO PIAUÍ;PI;10480;2209351
SANTANA DO RIACHO;MG;51799;3159001
SANTANA DO SERIDÓ;RN;18252;2411429
SANTANA DO SÃO FRANCISCO;SE;31003;2806404
SANTANA DOS GARROTES;PB;21733;2513604
SANTANA DOS MONTES;MG;51810;3159100
SANTANA;AP;6157;1600600
SANTANA;BA;38652;2928208
SANTANÓPOLIS;BA;38679;2928307
SANTARÉM NOVO;PA;5371;1506906
SANTARÉM;PA;5355;1506807
SANTARÉM;PB;19666;2513653
SANTIAGO DO SUL;SC;81205;4215695
SANTIAGO;RS;88510;4317400
SANTO AFONSO;MT;90328;5107263
SANTO AMARO DA IMPERATRIZ;SC;83097;4215703
SANTO AMARO DAS BROTAS;SE;32310;2806602
SANTO AMARO DO MARANHÃO;MA;8249;2110278
SANTO AMARO;BA;38717;2928604
SANTO ANASTÁCIO;SP;70556;3547700
SANTO ANDRÉ;PB;19267;2513851
SANTO ANDRÉ;SP;70572;3547809
SANTO ANTONIO DO CAIUÁ;PR;78611;4124202
SANTO ANTÔNIO DA ALEGRIA;SP;70599;3547908
SANTO ANTÔNIO DA BARRA;GO;93203;5219712
SANTO ANTÔNIO DA PATRULHA;RS;88552;4317608
SANTO ANTÔNIO DA PLATINA;PR;78590;4124103
SANTO ANTÔNIO DAS MISSÕES;RS;88579;4317707
SANTO ANTÔNIO DE GOIÁS;GO;92908;5219738
SANTO ANTÔNIO DE JESUS;BA;38733;2928703
SANTO ANTÔNIO DE LISBOA;PI;11878;2209401
SANTO ANTÔNIO DE POSSE;SP;70610;3548005
SANTO ANTÔNIO DE PÁDUA;RJ;58939;3304706
SANTO ANTÔNIO DO AMPARO;MG;51977;3159902
SANTO ANTÔNIO DO ARACANGUÁ;SP;61328;3548054
SANTO ANTÔNIO DO AVENTUREIRO;MG;51993;3160009
SANTO ANTÔNIO DO DESCOBERTO;GO;96776;5219753
SANTO ANTÔNIO DO GRAMA;MG;52019;3160108
SANTO ANTÔNIO DO ITAMBÉ;MG;52035;3160207
SANTO ANTÔNIO DO IÇÁ;AM;2739;1303700
SANTO ANTÔNIO DO JACINTO;MG;52051;3160306
SANTO ANTÔNIO DO JARDIM;SP;70637;3548104
SANTO ANTÔNIO DO LESTE;MT;89843;5107792
SANTO ANTÔNIO DO LEVERGER;MT;91553;5107800
SANTO ANTÔNIO DO MONTE;MG;52078;3160405
SANTO ANTÔNIO DO PALMA;RS;87645;4317558
SANTO ANTÔNIO DO PARAÍSO;PR;78638;4124301
SANTO ANTÔNIO DO PINHAL;SP;70653;3548203
SANTO ANTÔNIO DO PLANALTO;RS;87661;4317756
SANTO ANTÔNIO DO RETIRO;MG;41521;3160454
SANTO ANTÔNIO DO RIO ABAIXO;MG;52094;3160504
SANTO ANTÔNIO DO SUDOESTE;PR;78573;4124400
SANTO ANTÔNIO DO TAUÁ;PA;5398;1507003
SANTO ANTÔNIO DOS LOPES;MA;9032;2110302
SANTO ANTÔNIO DOS MILAGRES;PI;12653;2209450
SANTO ANTÔNIO;RN;18295;2411502
SANTO AUGUSTO;RS;88595;4317806
SANTO CRISTO;RS;88617;4317905
SANTO ESTEVÃO;BA;38750;2928802
SANTO EXPEDITO DO SUL;RS;87688;4317954
SANTO EXPEDITO;SP;70670;3548302
SANTO HIPÓLITO;MG;52116;3160603
SANTO INÁCIO DO PIAUÍ;PI;11894;2209500
SANTO INÁCIO;PR;78654;4124509
SANTO ÂNGELO;RS;88536;4317509
SANTOS DUMONT;MG;52132;3160702
SANTOS;SP;70718;3548500
SANTÓPOLIS DO AGUAPEÍ;SP;70696;3548401
SAPEAÇU;BA;38911;2929602
SAPEZAL;MT;90727;5107875
SAPIRANGA;RS;88994;4319901
SAPOPEMA;PR;78999;4126207
SAPUCAIA DO SUL;RS;89010;4320008
SAPUCAIA;PA;4847;1507755
SAPUCAIA;RJ;59072;3305406
SAPUCAÍ-MIRIM;MG;53074;3165404
SAPÉ;PB;22071;2515302
SAQUAREMA;RJ;59099;3305505
SARANDI;PR;84611;4126256
SARANDI;RS;89036;4320107
SARAPUÍ;SP;71234;3551108
SARDOÁ;MG;53090;3165503
SARUTAIÁ;SP;71250;3551207
SARZEDO;MG;40800;3165537
SATUBA;AL;28770;2708907
SATUBINHA;MA;8460;2111722
SAUBARA;BA;38946;2929750
SAUDADE DO IGUAÇU;PR;75060;4126272
SAUDADES;SC;83410;4217303
SAÚDE;BA;38954;2929800
SCHROEDER;SC;83437;4217402
SEABRA;BA;38970;2929909
SEARA;SC;83453;4217501
SEBASTIANÓPOLIS DO SUL;SP;71277;3551306
SEBASTIÃO BARROS;PI;12041;2210623
SEBASTIÃO LARANJEIRAS;BA;38997;2930006
SEBASTIÃO LEAL;PI;12068;2210631
SEBERI;RS;89052;4320206
SEDE NOVA;RS;85707;4320230
SEGREDO;RS;85529;4320263
SELBACH;RS;89079;4320305
SELVÍRIA;MS;98116;5007802
SEM PEIXE;MG;40827;3165560
SENA MADUREIRA;AC;1457;1200500
SENADOR ALEXANDRE COSTA;MA;8486;2111748
SENADOR AMARAL;MG;40843;3165578
SENADOR CANEDO;GO;92703;5220454
SENADOR CORTES;MG;53112;3165602
SENADOR ELÓI DE SOUZA;RN;18597;2413102
SENADOR FIRMINO;MG;53139;3165701
SENADOR GEORGINO AVELINO;RN;18619;2413201
SENADOR GUIOMARD;AC;1538;1200450
SENADOR JOSÉ BENTO;MG;53155;3165800
SENADOR JOSÉ PORFÍRIO;PA;5550;1507805
SENADOR LA ROCQUE;MA;8508;2111763
SENADOR MODESTINO GONÇALVES;MG;53171;3165909
SENADOR POMPEU;CE;15555;2312700
SENADOR RUI PALMEIRA;AL;28916;2708956
SENADOR SALGADO FILHO;RS;88765;4320321
SENADOR SÁ;CE;15571;2312809
SENGÉS;PR;79014;4126306
SENHOR DO BONFIM;BA;39012;2930105
SENHORA DE OLIVEIRA;MG;53198;3166006
SENHORA DO PORTO;MG;53210;3166105
SENHORA DOS REMÉDIOS;MG;53236;3166204
SENTINELA DO SUL;RS;87882;4320354
SENTO SÉ;BA;39039;2930204
SERAFINA CORRÊA;RS;89095;4320404
SERICITA;MG;53252;3166303
SERINGUEIRAS;RO;582;1101500
SERITINGA;MG;53279;3166402
SEROPÉDICA;RJ;58424;3305554
SERRA ALTA;SC;80284;4217550
SERRA AZUL DE MINAS;MG;53295;3166501
SERRA AZUL;SP;71293;3551405
SERRA BRANCA;PB;22110;2515500
SERRA CAIADA;RN;18058;2410306
SERRA DA RAIZ;PB;22136;2515609
SERRA DA SAUDADE;MG;53317;3166600
SERRA DE SÃO BENTO;RN;18635;2413300
SERRA DO MEL;RN;16020;2413359
SERRA DO NAVIO;AP;6106;1600055
SERRA DO RAMALHO;BA;39047;2930154
SERRA DO SALITRE;MG;53350;3166808
SERRA DOS AIMORÉS;MG;53333;3166709
SERRA DOURADA;BA;39055;2930303
SERRA GRANDE;PB;22152;2515708
SERRA NEGRA DO NORTE;RN;18651;2413409
SERRA NEGRA;SP;71331;3551603
SERRA NOVA DOURADA;MT;90921;5107883
SERRA PRETA;BA;39071;2930402
SERRA REDONDA;PB;22179;2515807
SERRA TALHADA;PE;25771;2613909
SERRANA;SP;71315;3551504
SERRANIA;MG;53376;3166907
SERRANO DO MARANHÃO;MA;8524;2111789
SERRANOS;MG;53392;3167004
SERRANÓPOLIS DE MINAS;MG;42382;3166956
SERRANÓPOLIS DO IGUAÇU;PR;75647;4126355
SERRANÓPOLIS;GO;96075;5220504
SERRARIA;PB;22195;2515906
SERRA;ES;56995;3205002
SERRINHA DOS PINTOS;RN;16209;2413557
SERRINHA;BA;39098;2930501
SERRINHA;RN;18678;2413508
SERRITA;PE;25798;2614006
SERROLÂNDIA;BA;39110;2930600
SERRO;MG;53414;3167103
SERTANEJA;PR;79030;4126405
SERTANÓPOLIS;PR;79057;4126504
SERTÂNIA;PE;25810;2614105
SERTÃO SANTANA;RS;87920;4320552
SERTÃOZINHO;PB;19186;2515930
SERTÃOZINHO;SP;71358;3551702
SERTÃO;RS;89117;4320503
SETE BARRAS;SP;71374;3551801
SETE DE SETEMBRO;RS;88706;4320578
SETE LAGOAS;MG;53430;3167202
SETE QUEDAS;MS;98132;5007703
SETUBINHA;MG;42404;3165552
SEVERIANO DE ALMEIDA;RS;89133;4320602
SEVERIANO MELO;RN;18694;2413607
SEVERÍNIA;SP;71390;3551900
SIDERÓPOLIS;SC;83470;4217600
SIDROLÂNDIA;MS;91570;5007901
SIGEFREDO PACHECO;PI;10545;2210656
SILVA JARDIM;RJ;59110;3305604
SILVANÓPOLIS;TO;96598;1720655
SILVEIRA MARTINS;RS;84956;4320651
SILVEIRAS;SP;71412;3552007
SILVEIRÂNIA;MG;53457;3167301
SILVES;AM;2771;1304005
SILVIANÓPOLIS;MG;53473;3167400
SILVÂNIA;GO;96091;5220603
SIMOLÂNDIA;GO;92720;5220686
SIMONÉSIA;MG;53511;3167608
SIMPLÍCIO MENDES;PI;12157;2210805
SIMÃO DIAS;SE;32417;2807105
SIMÃO PEREIRA;MG;53490;3167509
SIMÕES FILHO;BA;39136;2930709
SIMÕES;PI;12130;2210706
SINIMBU;RS;87947;4320677
SINOP;MT;89850;5107909
SIQUEIRA CAMPOS;PR;79073;4126603
SIRINHAÉM;PE;25836;2614204
SIRIRI;SE;32433;2807204
SOBRADINHO;BA;39985;2930774
SOBRADINHO;RS;89176;4320701
SOBRADO;PB;19020;2515971
SOBRAL;CE;15598;2312908
SOBRÁLIA;MG;53538;3167707
SOCORRO DO PIAUÍ;PI;12173;2210904
SOCORRO;SP;71439;3552106
SOLEDADE DE MINAS;MG;53554;3167806
SOLEDADE;PB;22233;2516102
SOLEDADE;RS;89192;4320800
SOLIDÃO;PE;25879;2614402
SOLONÓPOLE;CE;15610;2313005
SOLÂNEA;PB;22217;2516003
SOMBRIO;SC;83496;4217709
SONORA;MS;91880;5007935
SOORETAMA;ES;56189;3205010
SOROCABA;SP;71455;3552205
SORRISO;MT;98930;5107925
SOSSÊGO;PB;19283;2516151
SOURE;PA;5576;1507904
SOUSA;PB;22250;2516201
SOUTO SOARES;BA;39152;2930808
SUCUPIRA DO NORTE;MA;9318;2111904
SUCUPIRA DO RIACHÃO;MA;8540;2111953
SUCUPIRA;TO;73377;1720853
SUD MENNUCCI;SP;71471;3552304
SUL BRASIL;SC;80446;4217758
SULINA;PR;75787;4126652
SUMARÉ;SP;71498;3552403
SUMIDOURO;RJ;59137;3305703
SUMÉ;PB;22276;2516300
SURUBIM;PE;25895;2614501
SUSSUAPARA;PI;12513;2210938
SUZANO;SP;71510;3552502
SUZANÁPOLIS;SP;61301;3552551
SÁTIRO DIAS;BA;38938;2929701
SÃO BENEDITO DO RIO PRETO;MA;9059;2110401
SÃO BENEDITO DO SUL;PE;25577;2612901
SÃO BENEDITO;CE;15474;2312304
SÃO BENTINHO;PB;19402;2513927
SÃO BENTO ABADE;MG;52159;3160801
SÃO BENTO DO NORTE;RN;18317;2411601
SÃO BENTO DO SAPUCAÍ;SP;70734;3548609
SÃO BENTO DO SUL;SC;83119;4215802
SÃO BENTO DO TOCANTINS;TO;73288;1720101
SÃO BENTO DO TRAIRÍ;RN;18333;2411700
SÃO BENTO DO UNA;PE;25593;2613008
SÃO BENTO;MA;9075;2110500
SÃO BENTO;PB;21792;2513901
SÃO BERNARDINO;SC;81485;4215752
SÃO BERNARDO DO CAMPO;SP;70750;3548708
SÃO BERNARDO;MA;9091;2110609
SÃO BONIFÁCIO;SC;83135;4215901
SÃO BORJA;RS;88633;4318002
SÃO BRAZ DO PIAUÍ;PI;10502;2209559
SÃO BRÁS DO SUAÇUÍ;MG;52175;3160900
SÃO BRÁS;AL;28630;2708204
SÃO CAETANO DE ODIVELAS;PA;5410;1507102
SÃO CAETANO DO SUL;SP;70777;3548807
SÃO CAITANO;PE;25615;2613107
SÃO CARLOS DO IVAÍ;PR;78670;4124608
SÃO CARLOS;SC;83151;4216008
